transaction_id,region,protocol_type,transaction_value_usd,fraud_detected,security_level_score,expected_profit_usd,latency_ms
3663,North America,Quantum,512.63,0,91.68377978808616,242.688730163833,130.14
662,North America,Classical,1363.9,0,55.23089284220728,397.10557373743256,120.58
2893,South Asia,Classical,322.21,0,74.65553079807339,125.10694289223612,141.65
2194,East Asia,Quantum,357.81,0,88.0592215304927,162.90950027912797,186.43
506,North America,Classical,458.87,0,70.46709157799776,168.55922156197917,134.38
2109,Europe,Classical,486.41,0,66.62295702254514,169.3265126266809,78.18
2833,North America,Classical,606.29,0,72.09605280514049,227.64992927614315,149.28
5994,East Asia,Classical,86.82,0,70.63363751846065,31.964362046763764,117.41
6514,South Asia,Quantum,293.44,0,90.6570500119774,137.41362377757324,133.79
4899,North America,Classical,728.05,0,70.46336346640096,267.4250088585661,66.31
1242,South Asia,Classical,650.65,0,59.978852649207376,204.8859523810339,103.15
4804,North America,Classical,429.23,0,62.24025969336766,140.015383340921,101.5
4403,Europe,Quantum,252.4,0,99.68501155522011,129.58848458268778,68.51
4151,North America,Classical,820.28,0,72.95928004601348,311.5393911807197,156.57
6316,Latin America,Classical,249.59,0,69.50104468029939,90.47767870877962,52.89
7101,North America,Classical,89.86,0,64.41968851503931,30.29166604980716,134.75
1753,North America,Classical,77.04,0,75.58358507452361,150.37388017002604,136.85
3619,South Asia,Quantum,226.23,0,81.57304760298469,95.66480279611612,144.7
5563,Europe,Classical,1900.3,0,67.07219996457948,665.791007963452,171.68
3050,Europe,Classical,291.82,0,54.05325590300184,83.24640568806998,144.02
4027,Europe,Classical,148.58,0,68.89736557243288,53.41255288376039,127.86
2431,Middle East,Quantum,860.04,0,98.17094462895308,435.0552960934239,94.82
1876,East Asia,Classical,105.63,0,74.79753412292548,41.08876764702309,141.67
7346,Europe,Quantum,461.13,0,84.35990547244714,201.4213660525477,144.41
4255,North America,Classical,333.85,0,65.11404795670946,113.69937455173726,135.08
1107,Europe,Quantum,942.79,0,86.67662623274333,422.7311322298404,121.77
5737,Middle East,Classical,420.9,0,74.74120570314967,163.6063674022785,120.255
2778,North America,Quantum,636.59,0,81.70853689737945,269.6230375175139,145.98
4830,East Asia,Classical,665.4,0,73.1665512618063,253.4061160480296,117.46
3932,North America,Classical,980.52,0,60.20563537025629,309.8719479662185,128.97
2261,South Asia,Quantum,1387.8,0,87.95562878427761,631.1411081341023,80.34
3014,Europe,Classical,833.23,0,65.14793347404685,283.9145130429003,139.41
243,Latin America,Quantum,630.57,0,82.77233308315222,270.4273003612165,150.35
3520,North America,Quantum,783.15,0,92.09891862320276,372.38359059880617,137.05
1049,Latin America,Classical,128.27,0,76.63860721445565,51.07622073699113,136.65
4896,North America,Classical,94.71,1,71.96617014142998,11.822729870474172,155.92
7391,Middle East,Quantum,2634.71,0,91.16547261876438,1240.4935618169236,108.64
4085,North America,Classical,168.87,0,75.83170102217235,66.56154675807123,147.99
5644,Europe,Classical,882.85,0,71.17910533634299,327.44511573095207,81.59
3910,Europe,Classical,1620.85,1,58.49112061056579,93.12691420817777,73.08
5997,East Asia,Quantum,121.18,0,91.20924742776155,57.081383016480736,141.9
3939,North America,Quantum,1569.63,0,84.85046978648106,689.4636644547713,120.255
594,Europe,Quantum,346.14,0,92.19555461285826,164.75494636847378,146.85
7317,North America,Classical,137.37,1,80.31128177587517,22.879853887759865,64.83
1731,Europe,Classical,81.95,0,81.20836500138607,34.504377559317945,120.255
3016,Europe,Classical,493.8,0,54.09906026519819,140.97757979477436,108.38
4175,Latin America,Classical,890.14,0,68.3709601572994,317.6507323720924,110.86
217,Europe,Classical,369.37,0,71.61510793332914,137.80291208666895,56.51
2448,North America,Classical,61.32,0,66.5935693130035,21.337388351366872,178.18
859,East Asia,Classical,180.51,0,60.910290535113454,57.68223272246664,80.99
6048,East Asia,Classical,1686.65,0,82.33116265645005,719.6190274725075,129.01
2626,Latin America,Quantum,461.74,0,89.31667194577459,213.1315005212098,114.36
5194,Latin America,Quantum,463.31,0,86.66412153215218,150.37388017002604,141.29
5211,Latin America,Classical,501.87,0,69.14767723148024,181.04377386081492,109.48
146,North America,Quantum,109.4,0,87.68788353483228,49.60627229355326,128.47
5317,Europe,Quantum,223.39,0,73.45568783864087,85.39718053136991,22.18
1110,North America,Quantum,122.44,0,84.51828207726308,53.57869228770046,115.28
5339,Latin America,Classical,246.87,0,72.31976461955044,92.9709514581421,149.38
161,Europe,Classical,432.52,0,85.57159703269397,191.544935742904,78.9
5145,Europe,Classical,169.17,0,66.03707282411769,58.39500804827994,94.63
5093,South Asia,Classical,256.75,0,65.55600168008132,88.0087671568044,110.76
1224,Latin America,Classical,271.87,0,71.84469034900121,101.7401298259148,176.68
5661,North America,Classical,293.92,0,76.40697433538433,116.69648948328084,88.11
1772,South Asia,Classical,780.56,0,55.86918750981789,229.75466501331724,105.5
2213,North America,Classical,863.39,0,58.09412430239746,263.7402799072348,118.58
4370,North America,Classical,187.46,0,75.94787043289857,73.99783895675583,120.07
4508,North America,Quantum,549.83,0,80.0845979266774,228.4120223901252,111.17
4350,Middle East,Quantum,158.16,0,92.54548192549152,75.55736710667868,147.43
2339,North America,Quantum,157.83,0,87.0796642767078,71.08636706396398,126.49
4158,South Asia,Quantum,292.69,0,96.46970851840558,145.56894493126066,96.14
2087,North America,Classical,1739.69,0,64.6888287437414,588.7878923859975,162.96
1062,North America,Quantum,407.68,0,90.8316113208417,191.26635651640373,123.27
5460,Latin America,Quantum,529.98,0,102.259809397792,278.92796892320905,66.76
2332,North America,Quantum,786.87,0,85.40316144458819,347.8089782295156,179.29
1718,Middle East,Quantum,1096.67,0,85.8664790326078,487.2860078034501,92.02
5520,Middle East,Quantum,306.04,0,88.4375804805538,139.91778565134345,118.0
2449,North America,Classical,1567.56,0,59.30661721157301,150.37388017002604,149.8
2756,Europe,Classical,20.15,0,68.44734794884995,7.198320305846633,90.97
4263,Europe,Classical,87.4,0,64.90649623073712,29.675138852832124,149.92
6168,North America,Classical,535.84,0,67.62473356251921,189.21778616070148,107.83
7001,North America,Quantum,901.22,0,91.47224691524356,425.70139182477897,113.16
568,East Asia,Classical,200.77,1,62.8100069267942,15.870875453462368,147.75
3902,Europe,Classical,46.44,0,60.84639559156346,14.825133056361036,114.72
950,East Asia,Quantum,537.51,0,92.5281159247332,256.73658795351673,122.22
2663,North America,Classical,167.9,0,75.69320952807043,66.06294939881512,117.9
1235,Middle East,Classical,414.1,0,74.5328333296375,250.6830333630504,124.88
3724,North America,Quantum,330.9,0,87.55676856080431,149.82617358385073,109.05
6318,East Asia,Classical,401.89,0,65.73479280825157,138.1191294085411,158.53
4976,East Asia,Classical,414.1,1,76.74140132991987,60.77655361769125,100.88
4022,Europe,Classical,1656.77,0,72.12833890147306,622.3518902089676,117.44
6334,East Asia,Quantum,374.76,0,88.69587044329694,171.8197220366498,120.255
5407,Latin America,Classical,147.51,0,65.34715717887357,50.4094457772782,108.51
4439,North America,Classical,671.53,0,74.37467861141934,259.79708963963213,128.63
3193,Latin America,Quantum,165.52,0,86.5880183985104,74.14304402660721,140.19
1851,Europe,Classical,293.42,1,68.75279332912068,31.913523093152943,18.26
225,Europe,Quantum,1061.94,0,77.4834972512868,427.3432253551576,172.53
1706,North America,Classical,882.76,0,59.97706464501168,277.96816793015256,145.82
1838,Europe,Quantum,56.02,0,84.55376997098313,24.52381096887237,86.1
4141,Europe,Quantum,283.28,0,90.86205368215904,132.94621283541005,61.52
5742,East Asia,Classical,266.91,0,67.27565464690149,93.78637490902238,160.77
5224,Europe,Quantum,583.72,0,82.19833871147642,248.65987136331512,93.58
4540,North America,Classical,935.65,0,69.5819711807592,339.5566066763867,102.64
6277,Europe,Classical,1353.52,1,81.68868259856858,234.7591283540727,89.2
6278,Europe,Classical,232.28,0,63.83035408829223,77.6167732381426,90.3
5721,North America,Classical,419.59,0,63.05201706857451,138.57382920901588,68.18
1436,North America,Classical,374.43,0,75.25332541567703,146.50196317695975,127.87
1621,East Asia,Quantum,758.25,0,83.42027742452714,327.64087678573856,162.67
4129,Europe,Classical,642.62,0,74.72225553345987,249.72937925455992,131.09
2889,South Asia,Quantum,414.1,0,91.6272413854335,109.28973243810644,122.15
1846,Europe,Quantum,431.37,0,93.9836025788509,209.1790832221946,146.06
6666,South Asia,Classical,401.41,1,76.68390530365033,59.57708213969143,105.83
1723,Europe,Classical,2684.56,0,64.5555275697552,906.78433546331,149.44
6351,North America,Classical,2698.5,0,53.96598439284409,768.6135444204489,178.84
3031,North America,Quantum,347.18,0,84.22828404618267,151.4195782757685,97.16
1528,Europe,Classical,938.9,0,60.23091694852995,296.8375396148739,173.96
903,North America,Classical,421.84,0,70.2404752690787,154.4788104375408,111.63
3704,South Asia,Quantum,728.6,0,88.85228211241127,334.6178637355143,164.04
4314,Latin America,Classical,306.84,0,76.3217631989676,121.69544909985608,105.05
4488,Europe,Classical,440.56,0,78.88508918308325,180.3764744524958,116.62
2387,Europe,Quantum,1149.05,0,89.70946630736394,532.6390613023826,185.95
2118,Middle East,Quantum,251.94,0,89.69100593238484,116.7628601730252,90.21
5984,North America,Classical,555.0,0,73.90117338591305,213.40075614590876,104.19
6218,Europe,Quantum,1290.99,0,83.30082413586,557.0675047557695,147.53
1140,East Asia,Classical,229.91,0,72.97678584627513,87.33911416958559,105.87
946,North America,Quantum,721.6,0,93.2962241699776,347.4367768052792,80.33
1254,North America,Classical,652.78,0,75.08764444367216,254.8702626997016,132.37
5669,North America,Classical,414.1,0,86.85274290720301,111.02204913614004,175.82
7281,East Asia,Quantum,73.77,0,87.11446716397698,33.23872121343291,55.39
6061,Europe,Classical,424.18,0,87.92889814127962,192.85110006783995,70.36
3449,East Asia,Classical,582.78,0,73.41755439612992,222.6731117548829,52.64
6890,East Asia,Classical,134.93,0,68.37224563532196,48.151285517869965,114.27
2671,Middle East,Classical,224.23,0,74.59380492814591,86.99429439519079,138.34
7349,Middle East,Classical,164.49,0,72.73673808418208,62.28968023733556,129.97
4105,Europe,Classical,140.03,0,57.435329844511045,42.313796190634406,158.49
2780,North America,Classical,2669.85,0,75.74858443310829,1051.2345407436708,77.95
2573,Europe,Classical,510.54,1,70.7647995310348,60.66440376287254,129.76
358,East Asia,Classical,115.02,0,68.20626003052213,40.95072014355328,232.54
5686,South Asia,Quantum,2080.06,0,85.9175786818007,924.769493564332,138.67
526,East Asia,Classical,299.76,0,73.97622170295614,115.37196108839066,176.43
7073,Middle East,Classical,421.2,0,74.93288171736616,164.12664889677313,38.0
6006,Latin America,Quantum,334.58,0,90.85223308117688,157.0054007215008,83.84
6887,North America,Quantum,240.72,0,87.52981836475011,108.96168938381324,157.59
6057,East Asia,Classical,566.72,0,55.83665987924206,166.71955943382034,120.255
2224,Europe,Quantum,169.97,0,95.67224062701548,83.85660369686912,190.92
7299,Europe,Classical,212.06,0,57.33483186288532,63.97302222421732,127.25
6181,East Asia,Quantum,85.72,0,91.52900330686018,40.51513081732028,176.94
1812,South Asia,Classical,106.12,0,57.625106803815136,32.167681670104315,147.83
4142,North America,Quantum,1092.85,0,90.65092163626,511.73204855093365,182.76
861,South Asia,Quantum,44.06,0,86.95117377181867,19.81624358193165,104.09
3373,Europe,Classical,1839.35,0,71.54312857992763,685.5545177674494,161.66
1126,East Asia,Classical,102.06,0,66.65984497426425,35.54741889036705,130.54
2410,East Asia,Classical,775.29,0,70.75801513492182,285.9192577697677,119.4
2063,South Asia,Quantum,238.88,0,94.63057813826066,116.60996252833851,141.03
489,Latin America,Quantum,284.68,0,82.61953576993206,121.8708472149213,206.23
459,North America,Classical,355.8,0,79.25734054403017,146.33580882782968,150.2
5313,Latin America,Classical,591.36,0,64.33341682215506,199.0914468597481,90.85
2735,Latin America,Quantum,1324.9,0,97.6834421621878,666.9774626034131,128.82
5609,East Asia,Quantum,168.6,0,78.07795491199997,68.34871599081598,167.81
1861,South Asia,Classical,913.04,0,66.87252339958486,318.9820438237848,107.74
1755,North America,Quantum,414.1,0,91.27109153014386,199.845286934752,112.59
2619,South Asia,Classical,277.89,0,75.5923259351537,109.20010727059928,100.94
788,Europe,Classical,1638.39,0,64.33327005431681,551.5907816214607,182.62
5097,South Asia,Quantum,891.51,0,81.3065338126029,375.800589796368,146.9
2749,South Asia,Quantum,260.03,0,79.06955067908753,106.70272631541565,118.94
3992,North America,Classical,90.55,0,76.01872959941176,35.77572982613368,48.83
1612,Middle East,Classical,854.61,0,61.47138252531105,275.4894410997804,94.5
2000,Europe,Classical,1307.61,1,63.11657666220327,105.37098404631804,169.03
1914,Europe,Classical,75.03,0,55.21930522710372,21.84097235594796,52.32
3540,North America,Quantum,247.68,0,86.8880338617066,111.31734113433748,101.43
227,North America,Classical,1068.79,0,76.37666506798965,150.37388017002604,153.91
7322,East Asia,Classical,516.03,1,58.9793199132829,30.908442274256885,70.72
6833,East Asia,Classical,635.13,0,61.32770963005733,204.28229108669157,122.32
2008,South Asia,Classical,1016.86,0,47.78670304897717,150.37388017002604,120.255
2772,Europe,Classical,876.69,0,81.40685147002364,369.9932130762752,136.75
4718,North America,Quantum,119.53,0,80.02192735484326,49.61805488362207,106.99
1001,North America,Classical,467.28,0,73.8604830085454,179.57683250116546,89.17
5764,North America,Quantum,1000.13,0,87.34148851553427,451.7661645452065,117.1
7243,North America,Quantum,474.23,0,83.63301665250289,205.41987743558224,115.24
3391,Europe,Quantum,182.03,0,90.06106897573935,84.69953192826917,78.1
404,South Asia,Quantum,210.45,0,84.26355437860109,91.823075094883,121.51
3774,South Asia,Classical,103.69,0,72.52817088164599,39.15758019358937,126.41
4729,South Asia,Classical,545.45,0,61.96170073414216,177.1667983271892,140.96
7442,North America,Classical,145.37,0,60.19149448834443,45.93073776885316,158.87
4111,East Asia,Quantum,129.88,0,103.00834318895156,68.84181806690515,163.19
4230,North America,Classical,249.78,0,72.54590662277853,94.34928278118812,106.54
953,North America,Quantum,32.96,0,88.21563381056843,15.03233645198168,76.3
6866,Europe,Classical,182.3,0,68.80639541289743,65.45152941885601,161.47
6075,Europe,Classical,231.71,0,63.5344777709378,77.08351922151999,100.32
4197,North America,Classical,847.03,0,74.48535384628693,328.1620963421021,130.53
5177,Latin America,Classical,1371.68,1,62.93060437056651,109.25845701509336,48.38
7374,Middle East,Quantum,774.09,0,88.9530135141646,355.8995411558984,77.44
5923,North America,Quantum,1451.48,0,89.78270991363377,673.3612389272057,133.72
2789,Latin America,Classical,158.54,0,63.6523803693664,52.83534191879674,118.01
2059,Middle East,Quantum,1399.95,0,89.02891455740537,644.1793946731983,32.61
4140,East Asia,Classical,1208.09,0,74.52801464234739,468.3040960463673,160.46
1553,South Asia,Classical,1397.04,0,70.11406569913149,510.7163717215733,80.78
5794,Latin America,Classical,4763.8,0,66.55629133518062,1656.7613033126672,80.0
2946,North America,Quantum,873.51,0,83.21703056684076,376.5571918522054,93.08
2602,North America,Classical,194.91,0,64.13970644368914,65.43100091469725,102.01
2334,Middle East,Quantum,238.42,0,93.66688286159246,115.23659105930436,97.11
7185,Europe,Quantum,104.06,0,85.78211045979782,46.193332072232806,179.69
5269,South Asia,Classical,460.83,0,55.800849247576735,135.48597679380393,144.32
6446,East Asia,Quantum,3028.94,0,80.20813083860313,1260.1621791113928,71.98
7292,North America,Classical,418.85,0,71.13707380074848,155.26156680721752,105.71
5193,South Asia,Classical,471.04,1,77.69752120205271,72.29880193507456,230.53
1939,East Asia,Classical,418.18,0,74.878111669179,150.37388017002604,57.8
3717,Europe,Classical,440.95,0,46.43200023356389,108.98520251494998,112.99
210,North America,Quantum,212.3,0,78.97485435818767,87.01630790121622,119.56
4474,Europe,Classical,761.94,0,70.71272238337488,280.8233584639433,142.79
3349,Europe,Quantum,2930.65,0,95.10511021370604,1437.5587062389882,98.61
4297,North America,Classical,741.86,0,67.36072508360472,260.989037552615,123.32
7092,Latin America,Quantum,396.53,0,81.98548785525027,168.49647749621195,47.78
2482,Latin America,Classical,313.56,0,69.05725011679122,112.97135673310528,125.82
3641,Europe,Quantum,414.1,0,80.54765298332673,369.4059476657791,50.98
4535,East Asia,Quantum,170.27,0,91.71878199016656,80.63883504732831,82.44
6517,South Asia,Quantum,1093.07,0,97.1098841602438,547.1355553951885,111.93
482,Middle East,Classical,1030.25,0,80.56627934188212,430.4707964598703,127.76
3566,South Asia,Classical,721.02,0,75.85377416199478,284.2757412314074,120.2
2236,East Asia,Classical,210.71,0,71.40423273630847,78.3885793993378,141.89
2195,North America,Classical,302.73,0,59.5624917935789,94.69771570335072,108.97
3515,South Asia,Quantum,1138.7,0,89.05937320227216,524.1400413271365,156.3
7289,Latin America,Classical,283.75,0,61.83816423721348,91.98914551154662,153.37
6502,North America,Classical,696.82,0,71.89077621543534,260.92695341219826,17.89
301,North America,Classical,357.08,0,64.57001141237059,120.63949837564644,121.38
7090,North America,Classical,414.1,0,60.27087351035827,87.62383272449517,73.96
1631,South Asia,Classical,186.2,0,72.30625529900259,70.11012368337141,160.75
1605,North America,Classical,223.16,0,74.73967862976775,86.74193341509485,144.24
6463,Latin America,Quantum,169.1,0,85.437602517282,74.77399292836193,83.33
3907,East Asia,Classical,708.22,1,68.92500630033929,77.63863981013145,124.9
6365,East Asia,Quantum,314.93,0,90.65816043290944,147.47882232568085,125.36
516,North America,Quantum,300.4,0,83.23150783380783,129.51972476637934,97.25
4436,Europe,Classical,872.7,0,75.16192696179137,341.05956829777665,112.41
5186,Latin America,Quantum,357.39,0,87.37607708804434,161.49753095248082,133.32
6508,Latin America,Classical,170.85,0,73.83102236836454,65.6329008581754,55.12
3991,North America,Quantum,2356.64,0,86.21788916096594,1051.272231561494,92.39
1887,North America,Quantum,828.57,0,90.82666666376498,388.7098059879788,146.49
5901,Middle East,Quantum,683.9,0,90.03431963607346,318.13085599555325,58.84
1999,North America,Quantum,2556.41,0,87.06024872238979,1151.1546021820225,59.02
2133,East Asia,Classical,1632.75,0,77.89647682701548,660.4186126965477,151.22
6621,North America,Quantum,917.78,0,85.40206868751683,405.668253000146,146.05
4936,Europe,Quantum,1503.86,0,81.9967857130207,639.1163308119166,110.6
1188,North America,Classical,2284.06,0,60.49810958639015,725.1674609094514,161.98
1180,East Asia,Classical,181.64,0,63.923885079990285,60.78027242964718,146.07
708,South Asia,Classical,1074.15,0,67.56538230980382,378.9890270403789,153.47
3288,South Asia,Classical,248.08,0,71.66811348340985,92.6183279648216,157.12
5656,North America,Classical,184.92,0,67.30148530601116,65.0007533139379,130.06
5789,North America,Classical,422.51,0,58.16361374683477,129.2111922208758,132.09
2288,Europe,Classical,259.58,0,55.90401498988134,76.45152105536698,116.51
2680,East Asia,Quantum,301.93,0,86.28029011252366,134.78198996837136,119.22
7242,Latin America,Classical,859.64,0,70.87099369679616,317.51230510756926,102.45
1809,North America,Classical,54.3,0,64.47274416697937,18.318850041334898,13.05
6295,South Asia,Quantum,750.28,0,94.66490905088772,366.3801398135002,101.35
6614,North America,Classical,1089.27,0,70.86970767729949,402.3202824082601,146.13
1925,South Asia,Quantum,336.09,0,82.4804323341817,150.37388017002604,122.81
809,East Asia,Classical,412.22,0,63.99913487865175,138.09191689838912,85.04
6662,East Asia,Classical,931.01,0,68.86153457599704,334.519036527995,160.99
6697,Middle East,Classical,153.2,0,60.28780587369484,48.47845929925025,126.41
1142,Europe,Classical,187.13,1,68.66084204866192,20.26696686283053,62.23
7378,Europe,Quantum,414.1,0,92.70150187208094,214.2613074663084,156.61
1892,Europe,Quantum,844.56,0,96.12772843649763,418.59657164164224,106.37
5166,North America,Classical,1267.4,0,72.14388624028246,476.1868071046699,82.21
1729,South Asia,Classical,104.01,0,68.62092508175417,37.24646208876626,107.56
6990,North America,Classical,4469.09,0,65.06372125505658,1520.914480118804,110.83
4676,Latin America,Quantum,934.06,0,89.37848547823812,431.4352407290155,120.38
3380,Middle East,Quantum,696.3,0,80.66955947185326,291.2955713012571,87.43
2948,East Asia,Quantum,185.04,0,88.76922660838993,84.90488845808235,143.03
1966,East Asia,Quantum,599.85,0,81.2840945268033,252.7890705095148,77.45
3552,North America,Classical,1135.16,0,62.73470520083109,150.37388017002604,111.83
5415,North America,Quantum,526.67,0,87.72270207334573,238.90462750484497,142.21
3382,East Asia,Classical,606.37,0,59.58031349017157,189.73412345517667,102.5
3771,East Asia,Classical,580.55,0,63.22043074049128,192.22135533196104,85.11
4480,East Asia,Classical,368.51,0,77.39731696353732,148.1360763711657,114.87
1675,South Asia,Classical,594.52,0,66.10370113151417,205.41766198353903,104.74
5627,East Asia,Classical,1223.82,0,65.08539237864626,416.6213245041743,90.83
6001,Middle East,Classical,245.05,0,70.78351481810802,90.40325153088686,104.76
6737,Latin America,Quantum,78.0,0,85.86808296475215,34.65855235625334,127.7
2307,North America,Quantum,1371.09,0,83.85360900757074,595.4205738709508,171.08
2500,Europe,Classical,336.07,0,74.39949100688314,130.05823471341608,178.1
3148,Middle East,Quantum,310.43,0,91.65841779658132,146.9240631829637,138.05
1957,Middle East,Classical,302.98,0,68.64656593011628,108.53738272753316,105.5
3396,North America,Classical,1283.29,0,59.954930764699405,403.9471655051555,113.19
4371,North America,Quantum,334.49,0,86.93121211500414,150.40545570173867,130.68
4131,Europe,Quantum,414.1,0,92.84548423013376,122.44260610399589,135.81
1560,Latin America,Classical,484.8,1,66.96790283888966,48.40219648146855,159.64
6509,South Asia,Classical,317.38,0,69.67997670203022,115.33585502845176,78.46
4710,Middle East,Classical,352.3,0,67.64786922654689,124.44622164256236,111.99
5086,East Asia,Classical,188.57,0,59.16502399148154,58.61229287036837,146.22
2039,Europe,Classical,740.13,0,80.52486242536958,309.0962821344439,141.68
1840,Europe,Classical,253.69,0,50.84675211731951,68.30191272321395,114.44
